dzr_sng_id,artist
209374,MC Solaar
209376,MC Solaar
209377,MC Solaar
209378,MC Solaar
209379,MC Solaar
209381,MC Solaar
209382,MC Solaar
209383,MC Solaar
209387,MC Solaar
209389,MC Solaar
249479,MC Solaar
249480,MC Solaar
249483,MC Solaar
249484,MC Solaar
249486,MC Solaar
249491,MC Solaar
249492,MC Solaar
249495,MC Solaar
249497,MC Solaar
249499,MC Solaar
6579511,MC Solaar
6579515,MC Solaar
6579525,MC Solaar
6579528,MC Solaar
6579541,MC Solaar
6579560,MC Solaar
6579562,MC Solaar
281460,Mz
281461,Mz
281462,Mz
281464,Mz
281465,Mz
281467,Mz
281468,Mz
281470,Mz
281471,Mz
75586837,Mz
75586838,Mz
75586841,Mz
75586842,Mz
75586843,Mz
75586844,Mz
75586845,Mz
75586846,Mz
75586847,Mz
75586849,Mz
119682448,Mz
119682450,Mz
119682452,Mz
119682456,Mz
119682458,Mz
119682464,Mz
119682466,Mz
119682468,Mz
119682470,Mz
119682472,Mz
289119,Chico Buarque
289120,Chico Buarque
289122,Chico Buarque
289123,Chico Buarque
289124,Chico Buarque
289126,Chico Buarque
289131,Chico Buarque
289134,Chico Buarque
289135,Chico Buarque
5758552,Chico Buarque
5758553,Chico Buarque
5758554,Chico Buarque
5758555,Chico Buarque
5758556,Chico Buarque
5758557,Chico Buarque
5758558,Chico Buarque
5758560,Chico Buarque
5758562,Chico Buarque
5758563,Chico Buarque
10968119,Chico Buarque
10968120,Chico Buarque
10968121,Chico Buarque
10968122,Chico Buarque
10968123,Chico Buarque
10968124,Chico Buarque
10968126,Chico Buarque
10968127,Chico Buarque
10968128,Chico Buarque
10968129,Chico Buarque
10972620,Chico Buarque
10972624,Chico Buarque
10972629,Chico Buarque
10972631,Chico Buarque
10972632,Chico Buarque
10972635,Chico Buarque
10972641,Chico Buarque
10972643,Chico Buarque
10972644,Chico Buarque
10972646,Chico Buarque
11058967,Chico Buarque
11058968,Chico Buarque
11058969,Chico Buarque
11058970,Chico Buarque
11058971,Chico Buarque
11058972,Chico Buarque
11058973,Chico Buarque
