dzr_sng_id,artist_name
532964,gipsy kings
532965,gipsy kings
532967,gipsy kings
532969,gipsy kings
532970,gipsy kings
532972,gipsy kings
532973,gipsy kings
532974,gipsy kings
532976,gipsy kings
1041886,gipsy kings
1041890,gipsy kings
1041912,gipsy kings
1041918,gipsy kings
1041920,gipsy kings
1041923,gipsy kings
2467606,gipsy kings
13162633,gipsy kings
13162635,gipsy kings
13162640,gipsy kings
16392558,gipsy kings
16392559,gipsy kings
16392561,gipsy kings
16392562,gipsy kings
16392563,gipsy kings
16392564,gipsy kings
16392565,gipsy kings
16392567,gipsy kings
16392568,gipsy kings
16392569,gipsy kings
65415192,gipsy kings
65415198,gipsy kings
65415208,gipsy kings
65415213,gipsy kings
65415214,gipsy kings
65415216,gipsy kings
65415221,gipsy kings
65415223,gipsy kings
65415224,gipsy kings
65415228,gipsy kings
70626716,gipsy kings
70626717,gipsy kings
70626719,gipsy kings
70626720,gipsy kings
70626721,gipsy kings
70626722,gipsy kings
70626723,gipsy kings
70626725,gipsy kings
70626727,gipsy kings
538226,hubert felix thiefaine
538227,hubert felix thiefaine
538231,hubert felix thiefaine
538233,hubert felix thiefaine
538234,hubert felix thiefaine
538267,hubert felix thiefaine
538268,hubert felix thiefaine
538269,hubert felix thiefaine
538270,hubert felix thiefaine
538271,hubert felix thiefaine
538272,hubert felix thiefaine
538273,hubert felix thiefaine
538274,hubert felix thiefaine
538275,hubert felix thiefaine
538276,hubert felix thiefaine
538277,hubert felix thiefaine
538278,hubert felix thiefaine
538280,hubert felix thiefaine
538281,hubert felix thiefaine
538282,hubert felix thiefaine
538283,hubert felix thiefaine
538284,hubert felix thiefaine
538285,hubert felix thiefaine
538286,hubert felix thiefaine
867910,hubert felix thiefaine
3759887,hubert felix thiefaine
3957822,hubert felix thiefaine
3957823,hubert felix thiefaine
3957824,hubert felix thiefaine
3957825,hubert felix thiefaine
3957826,hubert felix thiefaine
3957827,hubert felix thiefaine
3957828,hubert felix thiefaine
