dzr_sng_id,artist
209374,MC Solaar
209376,MC Solaar
209377,MC Solaar
209378,MC Solaar
209379,MC Solaar
209381,MC Solaar
209382,MC Solaar
209383,MC Solaar
209387,MC Solaar
209389,MC Solaar
6579511,MC Solaar
6579515,MC Solaar
6579525,MC Solaar
6579528,MC Solaar
6579541,MC Solaar
6579560,MC Solaar
6579562,MC Solaar
15003614,MC Solaar
15003615,MC Solaar
15003618,MC Solaar
15003619,MC Solaar
15003622,MC Solaar
15003624,MC Solaar
15003626,MC Solaar
15003627,MC Solaar
15003628,MC Solaar
15003629,MC Solaar
289119,Chico Buarque
289120,Chico Buarque
289122,Chico Buarque
289123,Chico Buarque
289124,Chico Buarque
289126,Chico Buarque
289131,Chico Buarque
289134,Chico Buarque
289135,Chico Buarque
4679970,Chico Buarque
4679971,Chico Buarque
4679972,Chico Buarque
4679973,Chico Buarque
4679974,Chico Buarque
4679975,Chico Buarque
4679976,Chico Buarque
4679977,Chico Buarque
4679978,Chico Buarque
4679979,Chico Buarque
5758552,Chico Buarque
5758553,Chico Buarque
5758554,Chico Buarque
5758555,Chico Buarque
5758556,Chico Buarque
5758557,Chico Buarque
5758558,Chico Buarque
5758560,Chico Buarque
5758562,Chico Buarque
5758563,Chico Buarque
10972620,Chico Buarque
10972624,Chico Buarque
10972629,Chico Buarque
10972631,Chico Buarque
10972632,Chico Buarque
10972635,Chico Buarque
10972641,Chico Buarque
10972643,Chico Buarque
10972644,Chico Buarque
10972646,Chico Buarque
11058967,Chico Buarque
11058968,Chico Buarque
11058969,Chico Buarque
11058970,Chico Buarque
11058971,Chico Buarque
11058972,Chico Buarque
11058973,Chico Buarque
11058976,Chico Buarque
11058977,Chico Buarque
11058978,Chico Buarque
11059247,Chico Buarque
11059248,Chico Buarque
11059249,Chico Buarque
11059250,Chico Buarque
11059252,Chico Buarque
11059253,Chico Buarque
11059255,Chico Buarque
11059257,Chico Buarque
11059258,Chico Buarque
16537790,Chico Buarque
16537792,Chico Buarque
16537795,Chico Buarque
16537800,Chico Buarque
16537802,Chico Buarque
16537809,Chico Buarque
