dzr_sng_id,artist
538691,Westlife
538692,Westlife
538693,Westlife
538694,Westlife
538695,Westlife
538698,Westlife
538699,Westlife
538700,Westlife
538701,Westlife
538702,Westlife
566286,Westlife
566287,Westlife
566288,Westlife
566289,Westlife
566290,Westlife
566291,Westlife
566293,Westlife
566294,Westlife
566295,Westlife
566296,Westlife
575093,Westlife
575095,Westlife
575098,Westlife
575099,Westlife
575103,Westlife
575105,Westlife
575109,Westlife
575144,Westlife
575147,Westlife
575149,Westlife
837920,Westlife
837921,Westlife
837922,Westlife
837923,Westlife
837925,Westlife
837926,Westlife
837928,Westlife
837929,Westlife
837936,Westlife
837937,Westlife
958179,Westlife
959914,Westlife
959919,Westlife
959920,Westlife
959926,Westlife
959928,Westlife
959933,Westlife
959935,Westlife
959939,Westlife
960838,Westlife
1010948,Westlife
1010965,Westlife
1010968,Westlife
1011118,Westlife
1011124,Westlife
1011126,Westlife
1011128,Westlife
1011132,Westlife
1011134,Westlife
1011138,Westlife
7583660,Westlife
7583662,Westlife
7583663,Westlife
7583664,Westlife
7583665,Westlife
7583666,Westlife
7583667,Westlife
7583668,Westlife
7583669,Westlife
7583670,Westlife
13131930,Westlife
13131932,Westlife
13131933,Westlife
13131934,Westlife
13131935,Westlife
13131936,Westlife
13131938,Westlife
13131939,Westlife
13131941,Westlife
13131942,Westlife
559724,System of a Down
559725,System of a Down
559726,System of a Down
559727,System of a Down
559728,System of a Down
559729,System of a Down
559730,System of a Down
559788,System of a Down
559789,System of a Down
559790,System of a Down
859699,System of a Down
859700,System of a Down
859701,System of a Down
859702,System of a Down
865520,System of a Down
865525,System of a Down
4007202,System of a Down
4007203,System of a Down
5884440,System of a Down
5884443,System of a Down
5884444,System of a Down
5884448,System of a Down
5884449,System of a Down
975132,System of a Down
975139,System of a Down
975140,System of a Down
975143,System of a Down
975144,System of a Down
975145,System of a Down
61064523,System of a Down
61064525,System of a Down
61064526,System of a Down
61064527,System of a Down
61064529,System of a Down
61064530,System of a Down
61064531,System of a Down
61064532,System of a Down
61064533,System of a Down
61064536,System of a Down
613800,Julio Iglesias
613804,Julio Iglesias
613811,Julio Iglesias
613820,Julio Iglesias
613822,Julio Iglesias
619432,Julio Iglesias
619437,Julio Iglesias
619445,Julio Iglesias
619463,Julio Iglesias
619468,Julio Iglesias
619479,Julio Iglesias
619484,Julio Iglesias
619489,Julio Iglesias
619491,Julio Iglesias
14896726,Julio Iglesias
1016643,Julio Iglesias
1016645,Julio Iglesias
1016648,Julio Iglesias
1016651,Julio Iglesias
1016653,Julio Iglesias
1016655,Julio Iglesias
1016657,Julio Iglesias
1016659,Julio Iglesias
1016661,Julio Iglesias
1016663,Julio Iglesias
1130483,Julio Iglesias
1130484,Julio Iglesias
1130856,Julio Iglesias
1130857,Julio Iglesias
1130858,Julio Iglesias
1130859,Julio Iglesias
1130860,Julio Iglesias
1130861,Julio Iglesias
1130862,Julio Iglesias
1130863,Julio Iglesias
1131566,Julio Iglesias
1131568,Julio Iglesias
1131570,Julio Iglesias
1131572,Julio Iglesias
1131574,Julio Iglesias
1131576,Julio Iglesias
1131580,Julio Iglesias
1131582,Julio Iglesias
1131584,Julio Iglesias
16276983,Julio Iglesias
13183475,Julio Iglesias
13183476,Julio Iglesias
13183477,Julio Iglesias
13183478,Julio Iglesias
13183479,Julio Iglesias
13183480,Julio Iglesias
13183481,Julio Iglesias
14893024,Julio Iglesias
15268704,Julio Iglesias
15268705,Julio Iglesias
15261419,Julio Iglesias
15261422,Julio Iglesias
70715935,Julio Iglesias
70715937,Julio Iglesias
70715939,Julio Iglesias
70715940,Julio Iglesias
70715942,Julio Iglesias
70715944,Julio Iglesias
70715945,Julio Iglesias
70715948,Julio Iglesias
108120770,Julio Iglesias
108120774,Julio Iglesias
108120776,Julio Iglesias
108120778,Julio Iglesias
108120780,Julio Iglesias
108120782,Julio Iglesias
108120784,Julio Iglesias
108120786,Julio Iglesias
108120788,Julio Iglesias
108120790,Julio Iglesias
661112,Sepultura
661113,Sepultura
661114,Sepultura
661115,Sepultura
661116,Sepultura
661117,Sepultura
661118,Sepultura
661121,Sepultura
661123,Sepultura
661124,Sepultura
805832,Sepultura
805844,Sepultura
805858,Sepultura
805880,Sepultura
805883,Sepultura
805889,Sepultura
805895,Sepultura
805900,Sepultura
805908,Sepultura
805915,Sepultura
2794301,Sepultura
2794302,Sepultura
2794303,Sepultura
2794304,Sepultura
2794305,Sepultura
2794306,Sepultura
2794310,Sepultura
2794311,Sepultura
2794312,Sepultura
2851464,Sepultura
2851465,Sepultura
2851467,Sepultura
2851468,Sepultura
2851469,Sepultura
2851470,Sepultura
2851473,Sepultura
2851476,Sepultura
2851477,Sepultura
2851478,Sepultura
71928481,Sepultura
71928482,Sepultura
71928483,Sepultura
71928484,Sepultura
71928485,Sepultura
71928486,Sepultura
71928487,Sepultura
71928488,Sepultura
71928489,Sepultura
71928490,Sepultura
81934722,Sepultura
81934740,Sepultura
81934744,Sepultura
81934762,Sepultura
81934780,Sepultura
81934800,Sepultura
81934802,Sepultura
81934832,Sepultura
139674503,Sepultura
139674505,Sepultura
139674507,Sepultura
139674509,Sepultura
139674511,Sepultura
139674513,Sepultura
139674515,Sepultura
139674519,Sepultura
139674523,Sepultura
354502261,Sepultura
354502271,Sepultura
354502291,Sepultura
354502301,Sepultura
354502321,Sepultura
354502331,Sepultura
354502341,Sepultura
354502371,Sepultura
354502401,Sepultura
354502421,Sepultura
877404,Nelly Furtado
877406,Nelly Furtado
877407,Nelly Furtado
877408,Nelly Furtado
877410,Nelly Furtado
877412,Nelly Furtado
877414,Nelly Furtado
877415,Nelly Furtado
884176,Nelly Furtado
884178,Nelly Furtado
884182,Nelly Furtado
884184,Nelly Furtado
884186,Nelly Furtado
884188,Nelly Furtado
884189,Nelly Furtado
884190,Nelly Furtado
884191,Nelly Furtado
884192,Nelly Furtado
913070,Nelly Furtado
913076,Nelly Furtado
913082,Nelly Furtado
913088,Nelly Furtado
913101,Nelly Furtado
913117,Nelly Furtado
913125,Nelly Furtado
913134,Nelly Furtado
913144,Nelly Furtado
913153,Nelly Furtado
1137898,Nelly Furtado
1137901,Nelly Furtado
1137903,Nelly Furtado
1137905,Nelly Furtado
1137907,Nelly Furtado
1137909,Nelly Furtado
1137913,Nelly Furtado
1137916,Nelly Furtado
1137919,Nelly Furtado
1137932,Nelly Furtado
1151140,Nelly Furtado
1151143,Nelly Furtado
1151149,Nelly Furtado
1151152,Nelly Furtado
1151153,Nelly Furtado
1151154,Nelly Furtado
1151157,Nelly Furtado
1151158,Nelly Furtado
1151160,Nelly Furtado
1151161,Nelly Furtado
4185665,Nelly Furtado
4185667,Nelly Furtado
4185668,Nelly Furtado
4185670,Nelly Furtado
4185671,Nelly Furtado
4185672,Nelly Furtado
4185673,Nelly Furtado
4185674,Nelly Furtado
4185675,Nelly Furtado
4185676,Nelly Furtado
7442020,Nelly Furtado
7442021,Nelly Furtado
7442022,Nelly Furtado
7442024,Nelly Furtado
7442025,Nelly Furtado
7442026,Nelly Furtado
7442027,Nelly Furtado
7442028,Nelly Furtado
7442030,Nelly Furtado
7442031,Nelly Furtado
58740401,Nelly Furtado
58740411,Nelly Furtado
58740441,Nelly Furtado
58740461,Nelly Furtado
58740471,Nelly Furtado
58740481,Nelly Furtado
58740491,Nelly Furtado
58740501,Nelly Furtado
58740511,Nelly Furtado
58740561,Nelly Furtado
931416,Enrique Iglesias
931423,Enrique Iglesias
931424,Enrique Iglesias
931425,Enrique Iglesias
931427,Enrique Iglesias
931435,Enrique Iglesias
931437,Enrique Iglesias
931439,Enrique Iglesias
931444,Enrique Iglesias
931446,Enrique Iglesias
1104332,Enrique Iglesias
1104333,Enrique Iglesias
1104334,Enrique Iglesias
1104335,Enrique Iglesias
1104336,Enrique Iglesias
1104337,Enrique Iglesias
1104338,Enrique Iglesias
1104339,Enrique Iglesias
1104340,Enrique Iglesias
1104341,Enrique Iglesias
1182392,Enrique Iglesias
1182393,Enrique Iglesias
1182394,Enrique Iglesias
1182395,Enrique Iglesias
1182396,Enrique Iglesias
1182397,Enrique Iglesias
1182398,Enrique Iglesias
1182399,Enrique Iglesias
1182400,Enrique Iglesias
1182401,Enrique Iglesias
1567411,Enrique Iglesias
1567416,Enrique Iglesias
1567418,Enrique Iglesias
1567425,Enrique Iglesias
1567429,Enrique Iglesias
1567434,Enrique Iglesias
1567442,Enrique Iglesias
1567445,Enrique Iglesias
1567446,Enrique Iglesias
1567449,Enrique Iglesias
2276251,Enrique Iglesias
2276253,Enrique Iglesias
2276255,Enrique Iglesias
2276257,Enrique Iglesias
2276259,Enrique Iglesias
2276260,Enrique Iglesias
2276262,Enrique Iglesias
2276263,Enrique Iglesias
2276265,Enrique Iglesias
2276266,Enrique Iglesias
2279343,Enrique Iglesias
2279344,Enrique Iglesias
2279345,Enrique Iglesias
2279346,Enrique Iglesias
2279348,Enrique Iglesias
2279349,Enrique Iglesias
2279350,Enrique Iglesias
2279351,Enrique Iglesias
2279354,Enrique Iglesias
2279356,Enrique Iglesias
84097475,Enrique Iglesias
84097481,Enrique Iglesias
84097485,Enrique Iglesias
84097487,Enrique Iglesias
84097507,Enrique Iglesias
395416442,Enrique Iglesias
395416452,Enrique Iglesias
395416462,Enrique Iglesias
395416472,Enrique Iglesias
395416482,Enrique Iglesias
395416492,Enrique Iglesias
395416502,Enrique Iglesias
395416512,Enrique Iglesias
395416522,Enrique Iglesias
1104506,The Cranberries
1104508,The Cranberries
1104509,The Cranberries
1104510,The Cranberries
1104511,The Cranberries
1104512,The Cranberries
1104513,The Cranberries
1104516,The Cranberries
1104520,The Cranberries
1104521,The Cranberries
1157468,The Cranberries
1157469,The Cranberries
1157470,The Cranberries
1157473,The Cranberries
1157474,The Cranberries
1157477,The Cranberries
1157478,The Cranberries
1157481,The Cranberries
1157482,The Cranberries
1157485,The Cranberries
1169592,The Cranberries
1169594,The Cranberries
1169595,The Cranberries
1169597,The Cranberries
1169599,The Cranberries
1169607,The Cranberries
1169609,The Cranberries
1169610,The Cranberries
1176440,The Cranberries
1176444,The Cranberries
1176448,The Cranberries
1176449,The Cranberries
1176451,The Cranberries
1176452,The Cranberries
1176454,The Cranberries
1176455,The Cranberries
1176457,The Cranberries
1176458,The Cranberries
2279419,The Cranberries
2279420,The Cranberries
2279421,The Cranberries
2279422,The Cranberries
2279424,The Cranberries
2279426,The Cranberries
2279427,The Cranberries
2279428,The Cranberries
3040979,The Cranberries
3040985,The Cranberries
3040986,The Cranberries
3040987,The Cranberries
3041020,The Cranberries
