dzr_sng_id,artist_name
1016365,mahalia jackson
12773462,quinto mayor
67670592,son seals
63620578,sonora gloria matancera
65995380,hil st. soul
8405679,threefifty duo
63801921,dj squeeky
10717004,sonora carruseles
15800783,time bandits
12176545,anselmo sacasas y su orquesta
47400281,alexander lazarevich lokshin
54213891,finn coren
16788273,roberto baraldi
95946846,varios artistas
9424701,hwy e
123066534,accuser
73752085,roc marciano
1024446,niko ahvonen
10968656,the clinton administration
13829925,mina agossi
75768659,carmen
9125847,laurie morvan band
11149125,cali agents
105437650,discover.
28068961,carmen
139011115,kairos 4tet
137574735,alexander kaloian
32646631,prince alla
64476933,hadden sayers
86094923,adrian younge
78736599,jah levi
77594332,samina
131553568,delgarma
66882522,sykur
14296043,twinkle brothers
12445266,otis taylor
145580340,lonewolf
5638323,altemar dutra
11016630,john nemeth
71414476,taliesin orchestra
80168384,jah levi
99773330,madecipha
120714136,ziegler project
22500271,killing ophelia
12177105,anselmo sacasas y su orquesta
15061816,kc & the sunshine band
65715363,orquesta broadway
13588968,al-d
86438107,thomas demenga
105251732,irvine arditti
61582622,bb seaton
73800228,ialive
85400136,dobby dobson
407030922,eric bibb
16719256,fort smith symphony
35052941,psychotic waltz
65184796,sugar ray & the bluetones
5342159,ricardo rico and his orchestra
75739193,casche'
71171185,fortunate youth
64114659,el cruce
88733153,wanda sa
18142878,robert nighthawk
72909995,matteo brancaleoni
65971713,necrodeath
103876770,augustin hadelich
75881534,erica campbell
362100691,nomos quartet
111022284,awek
76946570,christopher j wray
388663491,philippe hirschhorn
95946850,varios artistas
20344821,marvin santiago
8542676,spacecraft
13287997,leonardo
67670522,katie webster
7083849,machito and his orchestra
76455565,johnny guitar watson
76869723,billy flynn
139050753,blue harlem
76946581,christopher j wray
8435145,terry garland
87442423,clinton fearon
78190704,hagen quartett
16536645,gabor gado
138969789,ed jones
61053884,eldkollektivet
92391744,kolja blacher
11155872,harmonica shah
362100591,nomos quartet
118473318,novadriver
68775218,ciecmate
73318761,tackhead
90774923,piotr bukartyk
64853078,polish jazz
108134348,mistaman
76455630,johnny guitar watson
12173431,jesse stacken
17986943,leon ware
124815394,todor 'toscho' todorovic
12930132,sandviken big band
85400148,dobby dobson
17991814,los toros band
145580356,lonewolf
64211024,albany symphony orchestra
393205402,tangata rea
84224147,isabel parra
19625951,floyd lloyd
72013046,layla zoe
76162405,guitar trek
75283518,r.j. mischo
16215632,bela bartok
70936570,jiri schelinger
31123081,tango negro trio
3087049,dorthe kollo
76721452,homemade jamz blues band
10978695,joe veras
4976103,john clarke
8344114,the triggermen
17473711,yelawolf
60791069,Arrapaa orchestra
67671043,carey & lurrie bell
388035171,rockabilly mafia
70071367,michael shrieve
17905193,uscb allstars
87349707,zdravko Skender
54175971,ultramagnetic mc's
406519662,z.z. hill
6453246,byron lee & the dragonaires
12580857,dactah chando
109935566,mike reed's people places & things
17991811,los toros band
82860740,silke eberhard
109650436,daniel jordan
3016429,zac harmon
76941084,batch
47265171,wilhelm muller
76393244,miro ungar
122939236,siamgda
73901548,gangsta blac
132496390,jerry granelli & badlands
11326341,harmonica shah
13235954,nelson goncalves
10940946,byther smith
66987182,veronica ferriani
77497159,vic vogel
68161869,rocker-t
10977177,kinito mendez
131347338,musici de montreal i
37831521,big shug
67908249,joe higgs
388371031,oneirogen
65992919,judy mowatt
67671993,cephas & wiggins
115073174,paco candela
63487610,charles bradley
67908246,joe higgs
15253730,charlie 'bird' parker
354681331,lil tweety
48055881,sibylla rubens
43010551,cecile
88733135,wanda sa
67503206,eastwest rockers
87346885,pat rich
82895418,klaus mertens
2292027,juan rozoff
31395141,mosaic
35912241,timewave
64734930,l'assemblee
78468064,preacher boy
10940891,big george jackson
16472464,kiko loureiro
73371003,unknown mizery
4058691,alpha boy school
23695601,petar graso
37831611,big shug
13290515,flavio jose
107799584,samuel ljungblahd
82860744,silke eberhard
139239353,george melly
353383931,duo los compadres
23711451,tereza kesovija
65971708,necrodeath
4602627,yakou tribe
78066325,lil flip
30220681,the winstons
47836391,trio hugo diaz
82535518,wheat
144850290,lairton e seus teclados
140578439,flip grater
131293648,harry j allstars
63847494,gangsta blac
15420301,jose augusto
11371864,ocho y media
142784050,delta moon
7593925,j.c. lodge
17813138,jr. walker & the all stars
7515489,jesus lopez-cobos & cincinnati symphony orchestra
11170355,graham collier music
10872014,thug lordz
