dzr_sng_id,artist
5484759,Kingdom Come
5484575,Kingdom Come
5484572,Kingdom Come
5484760,Kingdom Come
5484757,Kingdom Come
5484581,Kingdom Come
89953457,Kingdom Come
5484580,Kingdom Come
5484751,Kingdom Come
5484579,Kingdom Come
5484577,Kingdom Come
5484574,Kingdom Come
5484756,Kingdom Come
5484750,Kingdom Come
5484573,Kingdom Come
128973220,Biffy Clyro
14688295,Biffy Clyro
17044652,Biffy Clyro
17044654,Biffy Clyro
57631471,Biffy Clyro
128973218,Biffy Clyro
57631441,Biffy Clyro
14688294,Biffy Clyro
128973216,Biffy Clyro
128973208,Biffy Clyro
17044653,Biffy Clyro
128973214,Biffy Clyro
128973204,Biffy Clyro
128973358,Biffy Clyro
128973210,Biffy Clyro
138196351,Mediengruppe Telekommander
138196347,Mediengruppe Telekommander
14598442,Mediengruppe Telekommander
138196353,Mediengruppe Telekommander
138196341,Mediengruppe Telekommander
138196361,Mediengruppe Telekommander
138196357,Mediengruppe Telekommander
3339832,Mediengruppe Telekommander
138196345,Mediengruppe Telekommander
138196359,Mediengruppe Telekommander
138196349,Mediengruppe Telekommander
14693066,Mediengruppe Telekommander
14598443,Mediengruppe Telekommander
138196355,Mediengruppe Telekommander
3339831,Mediengruppe Telekommander
17974503,Dashboard Confessional
53999051,Dashboard Confessional
17933767,Dashboard Confessional
53999031,Dashboard Confessional
13507957,Dashboard Confessional
17974505,Dashboard Confessional
53999131,Dashboard Confessional
17974508,Dashboard Confessional
137287792,Dashboard Confessional
137287810,Dashboard Confessional
137288166,Dashboard Confessional
17974500,Dashboard Confessional
137284446,Dashboard Confessional
17974504,Dashboard Confessional
137287800,Dashboard Confessional
64733618,Wetdog
64733616,Wetdog
64733617,Wetdog
64733620,Wetdog
4303482,Wetdog
64733614,Wetdog
64733615,Wetdog
3845704,Wetdog
14994338,Wetdog
64733621,Wetdog
64733622,Wetdog
4303481,Wetdog
4303483,Wetdog
64733623,Wetdog
64733613,Wetdog
114405930,Halo Of Flies
2008684,Halo Of Flies
114405974,Halo Of Flies
2008687,Halo Of Flies
2008696,Halo Of Flies
2008649,Halo Of Flies
2008691,Halo Of Flies
114405926,Halo Of Flies
2008633,Halo Of Flies
2008641,Halo Of Flies
2008678,Halo Of Flies
2008617,Halo Of Flies
2008663,Halo Of Flies
63741934,Halo Of Flies
2008627,Halo Of Flies
76421596,Billy Boy Arnold
65841263,Billy Boy Arnold
91161299,Billy Boy Arnold
66120248,Billy Boy Arnold
91161293,Billy Boy Arnold
91882824,Billy Boy Arnold
65841255,Billy Boy Arnold
66120251,Billy Boy Arnold
66120244,Billy Boy Arnold
66120246,Billy Boy Arnold
65841267,Billy Boy Arnold
65845817,Billy Boy Arnold
65845821,Billy Boy Arnold
65841254,Billy Boy Arnold
65841256,Billy Boy Arnold
11534477,DD/MM/YYYY
11534469,DD/MM/YYYY
11534476,DD/MM/YYYY
11534470,DD/MM/YYYY
16169343,DD/MM/YYYY
11534473,DD/MM/YYYY
11534474,DD/MM/YYYY
11534475,DD/MM/YYYY
11534465,DD/MM/YYYY
16169348,DD/MM/YYYY
11534467,DD/MM/YYYY
16169354,DD/MM/YYYY
11534468,DD/MM/YYYY
11534466,DD/MM/YYYY
11534471,DD/MM/YYYY
76437546,Los Manolos
1063158,Los Manolos
76437542,Los Manolos
76437550,Los Manolos
76437544,Los Manolos
76437549,Los Manolos
76437548,Los Manolos
70584630,Los Manolos
90263681,Los Manolos
76437543,Los Manolos
76437545,Los Manolos
1063394,Los Manolos
76437547,Los Manolos
76437551,Los Manolos
2468225,Los Manolos
124184488,Malkit Singh
11846932,Malkit Singh
11847181,Malkit Singh
138148183,Malkit Singh
11847175,Malkit Singh
11847179,Malkit Singh
11847174,Malkit Singh
124184492,Malkit Singh
11846933,Malkit Singh
12353684,Malkit Singh
12353687,Malkit Singh
86210465,Malkit Singh
11846931,Malkit Singh
11847178,Malkit Singh
11847176,Malkit Singh
99090492,Soundgarden
78861381,Soundgarden
136338164,Soundgarden
89825211,Soundgarden
89825159,Soundgarden
136338158,Soundgarden
136338092,Soundgarden
78800970,Soundgarden
78861400,Soundgarden
85367210,Soundgarden
136338126,Soundgarden
136338118,Soundgarden
78861411,Soundgarden
102506010,Soundgarden
78861375,Soundgarden
3302547,QBO
3302540,QBO
3302545,QBO
3302549,QBO
3228434,QBO
3302541,QBO
3302539,QBO
3228437,QBO
3302548,QBO
3302544,QBO
3302543,QBO
3228435,QBO
3302542,QBO
3228436,QBO
3302550,QBO
15513300,Texta
72118310,Texta
94163102,Texta
15513304,Texta
72118317,Texta
72118308,Texta
72118314,Texta
15513303,Texta
16466280,Texta
15513299,Texta
15513302,Texta
16466281,Texta
16466279,Texta
72118315,Texta
72118316,Texta
91878918,Gandalf
91876724,Gandalf
91878926,Gandalf
91878904,Gandalf
71220515,Gandalf
91876538,Gandalf
91878908,Gandalf
91876528,Gandalf
71220516,Gandalf
91876522,Gandalf
91878914,Gandalf
71220509,Gandalf
97157436,Gandalf
71220514,Gandalf
91876726,Gandalf
111875738,The Haunted
111875734,The Haunted
111875752,The Haunted
111875742,The Haunted
111875754,The Haunted
111875748,The Haunted
109179258,The Haunted
111875744,The Haunted
111875746,The Haunted
109179276,The Haunted
111875740,The Haunted
111875736,The Haunted
109179266,The Haunted
109179272,The Haunted
109179262,The Haunted
3575237,Rocazino
3575942,Rocazino
3573088,Rocazino
68749409,Rocazino
3575245,Rocazino
3575935,Rocazino
3575241,Rocazino
3575240,Rocazino
3575238,Rocazino
7521468,Rocazino
68749432,Rocazino
3575243,Rocazino
68171651,Rocazino
112737694,Rocazino
3575242,Rocazino
29396841,Prefuse 73
29383021,Prefuse 73
29396811,Prefuse 73
29383011,Prefuse 73
29383091,Prefuse 73
29382991,Prefuse 73
29383111,Prefuse 73
29396851,Prefuse 73
29383051,Prefuse 73
29383081,Prefuse 73
29383071,Prefuse 73
29383031,Prefuse 73
29382961,Prefuse 73
29383041,Prefuse 73
29396821,Prefuse 73
3081395,Di Grine Kuzine
3081384,Di Grine Kuzine
3081386,Di Grine Kuzine
3081338,Di Grine Kuzine
3081336,Di Grine Kuzine
3081388,Di Grine Kuzine
3081383,Di Grine Kuzine
3081385,Di Grine Kuzine
3081389,Di Grine Kuzine
3081387,Di Grine Kuzine
3081394,Di Grine Kuzine
3081335,Di Grine Kuzine
3081393,Di Grine Kuzine
3081392,Di Grine Kuzine
3081390,Di Grine Kuzine
134263762,C-Murder
134263744,C-Murder
5151989,C-Murder
5455852,C-Murder
5077363,C-Murder
5455850,C-Murder
5455859,C-Murder
5455923,C-Murder
5455851,C-Murder
5455847,C-Murder
5455846,C-Murder
5077367,C-Murder
5077366,C-Murder
5455857,C-Murder
5455844,C-Murder
14599232,Jan De Wilde
14599319,Jan De Wilde
14599299,Jan De Wilde
14599298,Jan De Wilde
14599233,Jan De Wilde
14599307,Jan De Wilde
13468624,Jan De Wilde
14599290,Jan De Wilde
14599297,Jan De Wilde
14599294,Jan De Wilde
14599305,Jan De Wilde
14599300,Jan De Wilde
14599296,Jan De Wilde
13477370,Jan De Wilde
14599318,Jan De Wilde
14094631,Matthew Sweet
13209526,Matthew Sweet
13233064,Matthew Sweet
13209516,Matthew Sweet
76500815,Matthew Sweet
13209514,Matthew Sweet
76500811,Matthew Sweet
76500814,Matthew Sweet
76500825,Matthew Sweet
13233055,Matthew Sweet
13233266,Matthew Sweet
30280861,Matthew Sweet
14094635,Matthew Sweet
14094630,Matthew Sweet
76500840,Matthew Sweet
10798276,Jamie Cullum
10516821,Jamie Cullum
10516828,Jamie Cullum
10516824,Jamie Cullum
95514828,Jamie Cullum
10516823,Jamie Cullum
95514804,Jamie Cullum
10516822,Jamie Cullum
77438602,Jamie Cullum
10516818,Jamie Cullum
10516829,Jamie Cullum
10516827,Jamie Cullum
10516830,Jamie Cullum
10798277,Jamie Cullum
10516825,Jamie Cullum
108553712,Grave
108556582,Grave
108554554,Grave
108556578,Grave
111866756,Grave
108565012,Grave
108558958,Grave
108558966,Grave
108553700,Grave
108554542,Grave
108554552,Grave
111864632,Grave
108554530,Grave
108558360,Grave
111864886,Grave
75769375,Little River Band
78972127,Little River Band
78972118,Little River Band
78972120,Little River Band
74693071,Little River Band
78972123,Little River Band
74693068,Little River Band
116353040,Little River Band
74474603,Little River Band
75749526,Little River Band
79287483,Little River Band
78972122,Little River Band
78972129,Little River Band
75769372,Little River Band
78972119,Little River Band
7494865,Guus Meeuwis
75480709,Guus Meeuwis
6922654,Guus Meeuwis
7494858,Guus Meeuwis
7494860,Guus Meeuwis
13466764,Guus Meeuwis
3480023,Guus Meeuwis
7494856,Guus Meeuwis
6922656,Guus Meeuwis
7494864,Guus Meeuwis
7494867,Guus Meeuwis
7494872,Guus Meeuwis
75480699,Guus Meeuwis
7494859,Guus Meeuwis
68832657,Guus Meeuwis
115277068,Bruce BecVar
115277066,Bruce BecVar
11301362,Bruce BecVar
115277070,Bruce BecVar
115277054,Bruce BecVar
11301363,Bruce BecVar
115277052,Bruce BecVar
11301364,Bruce BecVar
11301361,Bruce BecVar
115277064,Bruce BecVar
115277056,Bruce BecVar
115277058,Bruce BecVar
11301438,Bruce BecVar
115277062,Bruce BecVar
115277060,Bruce BecVar
13147323,Lemar
13139556,Lemar
13139564,Lemar
5363155,Lemar
15644853,Lemar
5363154,Lemar
5728866,Lemar
2847609,Lemar
70009167,Lemar
15644860,Lemar
5363153,Lemar
13139563,Lemar
13139560,Lemar
13139558,Lemar
77625336,Lemar
74034097,La Costa Brava
74034990,La Costa Brava
74034994,La Costa Brava
62751903,La Costa Brava
74035001,La Costa Brava
74034992,La Costa Brava
62751897,La Costa Brava
74212619,La Costa Brava
62751901,La Costa Brava
62751902,La Costa Brava
74034098,La Costa Brava
74034100,La Costa Brava
74034096,La Costa Brava
62751898,La Costa Brava
74034104,La Costa Brava
13393333,Lopazz
13393339,Lopazz
138708303,Lopazz
68350937,Lopazz
43219631,Lopazz
13393334,Lopazz
13393338,Lopazz
13393337,Lopazz
95814970,Lopazz
96401064,Lopazz
13393336,Lopazz
68945103,Lopazz
43219661,Lopazz
13393331,Lopazz
13393329,Lopazz
30824811,The Love Unlimited Orchestra
30824821,The Love Unlimited Orchestra
30928051,The Love Unlimited Orchestra
4835987,The Love Unlimited Orchestra
30824771,The Love Unlimited Orchestra
30928041,The Love Unlimited Orchestra
30824781,The Love Unlimited Orchestra
46432121,The Love Unlimited Orchestra
30824801,The Love Unlimited Orchestra
30928081,The Love Unlimited Orchestra
30928031,The Love Unlimited Orchestra
30824791,The Love Unlimited Orchestra
30928091,The Love Unlimited Orchestra
30928071,The Love Unlimited Orchestra
30824831,The Love Unlimited Orchestra
1726606,Marco Ferradini
78147991,Marco Ferradini
1726571,Marco Ferradini
2788714,Marco Ferradini
2788719,Marco Ferradini
1726595,Marco Ferradini
2788710,Marco Ferradini
1726585,Marco Ferradini
60951836,Marco Ferradini
2788715,Marco Ferradini
2788718,Marco Ferradini
1726562,Marco Ferradini
120674900,Marco Ferradini
2788711,Marco Ferradini
2788716,Marco Ferradini
102949116,Hank Marvin
3245583,Hank Marvin
3245584,Hank Marvin
116973680,Hank Marvin
11809752,Hank Marvin
3245585,Hank Marvin
106415944,Hank Marvin
102945920,Hank Marvin
116973696,Hank Marvin
116973702,Hank Marvin
3245596,Hank Marvin
116973682,Hank Marvin
116973686,Hank Marvin
116973700,Hank Marvin
106415946,Hank Marvin
74627542,GRANDADDY
4639415,GRANDADDY
4639418,GRANDADDY
4709459,GRANDADDY
4639417,GRANDADDY
4639416,GRANDADDY
4639412,GRANDADDY
4193648,GRANDADDY
4639414,GRANDADDY
66042953,GRANDADDY
66042945,GRANDADDY
74627546,GRANDADDY
4639413,GRANDADDY
11296178,GRANDADDY
4193647,GRANDADDY
13341395,Gigi
13544486,Gigi
65553530,Gigi
13544479,Gigi
13544484,Gigi
79967012,Gigi
13544481,Gigi
13341396,Gigi
13544482,Gigi
13544490,Gigi
13544483,Gigi
13544485,Gigi
13341392,Gigi
66754648,Gigi
