dzr_sng_id,artist_name
3850726,The Vichy Government
3850730,The Vichy Government
3850729,The Vichy Government
3850727,The Vichy Government
3850732,The Vichy Government
3850731,The Vichy Government
3784503,The Vichy Government
3850725,The Vichy Government
3784502,The Vichy Government
3784506,The Vichy Government
3850724,The Vichy Government
3784504,The Vichy Government
3850728,The Vichy Government
3850733,The Vichy Government
3784505,The Vichy Government
5484759,Kingdom Come
5484575,Kingdom Come
5484572,Kingdom Come
5484760,Kingdom Come
5484757,Kingdom Come
5484581,Kingdom Come
89953457,Kingdom Come
5484580,Kingdom Come
5484751,Kingdom Come
5484579,Kingdom Come
5484577,Kingdom Come
5484574,Kingdom Come
5484756,Kingdom Come
5484750,Kingdom Come
5484573,Kingdom Come
69805895,Archie Roach
101975647,Archie Roach
101975637,Archie Roach
3928143,Archie Roach
101975651,Archie Roach
101975635,Archie Roach
3928145,Archie Roach
101975641,Archie Roach
101975661,Archie Roach
3928142,Archie Roach
101975639,Archie Roach
101975643,Archie Roach
101975667,Archie Roach
101975645,Archie Roach
101975649,Archie Roach
96348260,Katatonia
82744796,Katatonia
82744816,Katatonia
71359723,Katatonia
69865620,Katatonia
82818894,Katatonia
82744808,Katatonia
73403957,Katatonia
82818900,Katatonia
69865627,Katatonia
96379506,Katatonia
69865632,Katatonia
71405159,Katatonia
82818896,Katatonia
82818916,Katatonia
128973220,Biffy Clyro
14688295,Biffy Clyro
17044652,Biffy Clyro
17044654,Biffy Clyro
57631471,Biffy Clyro
128973218,Biffy Clyro
57631441,Biffy Clyro
14688294,Biffy Clyro
128973216,Biffy Clyro
128973208,Biffy Clyro
17044653,Biffy Clyro
128973214,Biffy Clyro
128973204,Biffy Clyro
128973358,Biffy Clyro
128973210,Biffy Clyro
138196351,Mediengruppe Telekommander
138196347,Mediengruppe Telekommander
14598442,Mediengruppe Telekommander
138196353,Mediengruppe Telekommander
138196341,Mediengruppe Telekommander
138196361,Mediengruppe Telekommander
138196357,Mediengruppe Telekommander
3339832,Mediengruppe Telekommander
138196345,Mediengruppe Telekommander
138196359,Mediengruppe Telekommander
138196349,Mediengruppe Telekommander
14693066,Mediengruppe Telekommander
14598443,Mediengruppe Telekommander
138196355,Mediengruppe Telekommander
3339831,Mediengruppe Telekommander
14749121,Perturbazione
36875661,Perturbazione
36875751,Perturbazione
14749116,Perturbazione
14749138,Perturbazione
14749129,Perturbazione
36875711,Perturbazione
36875731,Perturbazione
14749114,Perturbazione
14749113,Perturbazione
36875681,Perturbazione
14749118,Perturbazione
14749115,Perturbazione
14749112,Perturbazione
36875691,Perturbazione
125173842,Blink-182
127354203,Blink-182
127673059,Blink-182
125173850,Blink-182
127673063,Blink-182
127673053,Blink-182
127673067,Blink-182
127354211,Blink-182
127354227,Blink-182
127673061,Blink-182
127673043,Blink-182
127354229,Blink-182
127673049,Blink-182
127673057,Blink-182
127673071,Blink-182
17974503,Dashboard Confessional
53999051,Dashboard Confessional
17933767,Dashboard Confessional
53999031,Dashboard Confessional
13507957,Dashboard Confessional
17974505,Dashboard Confessional
53999131,Dashboard Confessional
17974508,Dashboard Confessional
137287792,Dashboard Confessional
137287810,Dashboard Confessional
137288166,Dashboard Confessional
17974500,Dashboard Confessional
137284446,Dashboard Confessional
17974504,Dashboard Confessional
137287800,Dashboard Confessional
64733618,Wetdog
64733616,Wetdog
64733617,Wetdog
64733620,Wetdog
4303482,Wetdog
64733614,Wetdog
64733615,Wetdog
3845704,Wetdog
14994338,Wetdog
64733621,Wetdog
64733622,Wetdog
4303481,Wetdog
4303483,Wetdog
64733623,Wetdog
64733613,Wetdog
92424996,Roger Creager
92425018,Roger Creager
92424796,Roger Creager
92424808,Roger Creager
92424814,Roger Creager
92388302,Roger Creager
92424804,Roger Creager
92425000,Roger Creager
92424800,Roger Creager
92388300,Roger Creager
92424806,Roger Creager
92424802,Roger Creager
92424798,Roger Creager
92424998,Roger Creager
92388296,Roger Creager
10245371,The Rutles
3176338,The Rutles
6636271,The Rutles
6636266,The Rutles
6636277,The Rutles
10245379,The Rutles
3176336,The Rutles
3176337,The Rutles
10245376,The Rutles
6636265,The Rutles
6636269,The Rutles
6636267,The Rutles
10245377,The Rutles
10245378,The Rutles
10245370,The Rutles
114405930,Halo Of Flies
2008684,Halo Of Flies
114405974,Halo Of Flies
2008687,Halo Of Flies
2008696,Halo Of Flies
2008649,Halo Of Flies
2008691,Halo Of Flies
114405926,Halo Of Flies
2008633,Halo Of Flies
2008641,Halo Of Flies
2008678,Halo Of Flies
2008617,Halo Of Flies
2008663,Halo Of Flies
63741934,Halo Of Flies
2008627,Halo Of Flies
17384865,Smokie Norful
17384864,Smokie Norful
17384866,Smokie Norful
71732962,Smokie Norful
17384854,Smokie Norful
17384860,Smokie Norful
71732964,Smokie Norful
16712427,Smokie Norful
17384846,Smokie Norful
17384887,Smokie Norful
17384858,Smokie Norful
71732970,Smokie Norful
71732967,Smokie Norful
17384856,Smokie Norful
17384847,Smokie Norful
76421596,Billy Boy Arnold
65841263,Billy Boy Arnold
91161299,Billy Boy Arnold
66120248,Billy Boy Arnold
91161293,Billy Boy Arnold
91882824,Billy Boy Arnold
65841255,Billy Boy Arnold
66120251,Billy Boy Arnold
66120244,Billy Boy Arnold
66120246,Billy Boy Arnold
65841267,Billy Boy Arnold
65845817,Billy Boy Arnold
65845821,Billy Boy Arnold
65841254,Billy Boy Arnold
65841256,Billy Boy Arnold
11534477,DD/MM/YYYY
11534469,DD/MM/YYYY
11534476,DD/MM/YYYY
11534470,DD/MM/YYYY
16169343,DD/MM/YYYY
11534473,DD/MM/YYYY
11534474,DD/MM/YYYY
11534475,DD/MM/YYYY
11534465,DD/MM/YYYY
16169348,DD/MM/YYYY
11534467,DD/MM/YYYY
16169354,DD/MM/YYYY
11534468,DD/MM/YYYY
11534466,DD/MM/YYYY
11534471,DD/MM/YYYY
121594890,Clint Eastwood
125669316,Clint Eastwood
125669302,Clint Eastwood
121594876,Clint Eastwood
121594902,Clint Eastwood
121594888,Clint Eastwood
125669326,Clint Eastwood
125669324,Clint Eastwood
125669332,Clint Eastwood
125254018,Clint Eastwood
118188994,Clint Eastwood
121594882,Clint Eastwood
125669306,Clint Eastwood
121594884,Clint Eastwood
121594896,Clint Eastwood
129725216,Exile
129725232,Exile
129725212,Exile
129725218,Exile
129725222,Exile
129725230,Exile
129725228,Exile
124778854,Exile
129145508,Exile
118575740,Exile
129145514,Exile
129725220,Exile
129725234,Exile
129725226,Exile
97430560,Exile
76437546,Los Manolos
1063158,Los Manolos
76437542,Los Manolos
76437550,Los Manolos
76437544,Los Manolos
76437549,Los Manolos
76437548,Los Manolos
70584630,Los Manolos
90263681,Los Manolos
76437543,Los Manolos
76437545,Los Manolos
1063394,Los Manolos
76437547,Los Manolos
76437551,Los Manolos
2468225,Los Manolos
77465632,Section 25
77465619,Section 25
77465618,Section 25
129630072,Section 25
67801485,Section 25
77465615,Section 25
67801486,Section 25
77465624,Section 25
77465628,Section 25
77465627,Section 25
77465617,Section 25
77465621,Section 25
77465629,Section 25
77465620,Section 25
77465625,Section 25
902762,A Life Once Lost
10966871,A Life Once Lost
902770,A Life Once Lost
10966879,A Life Once Lost
902766,A Life Once Lost
902768,A Life Once Lost
902763,A Life Once Lost
902765,A Life Once Lost
902764,A Life Once Lost
902761,A Life Once Lost
10966880,A Life Once Lost
902760,A Life Once Lost
10966870,A Life Once Lost
902758,A Life Once Lost
10966872,A Life Once Lost
124184488,Malkit Singh
11846932,Malkit Singh
11847181,Malkit Singh
138148183,Malkit Singh
11847175,Malkit Singh
11847179,Malkit Singh
11847174,Malkit Singh
124184492,Malkit Singh
11846933,Malkit Singh
12353684,Malkit Singh
12353687,Malkit Singh
86210465,Malkit Singh
11846931,Malkit Singh
11847178,Malkit Singh
11847176,Malkit Singh
99090492,Soundgarden
78861381,Soundgarden
136338164,Soundgarden
89825211,Soundgarden
89825159,Soundgarden
136338158,Soundgarden
136338092,Soundgarden
78800970,Soundgarden
78861400,Soundgarden
85367210,Soundgarden
136338126,Soundgarden
136338118,Soundgarden
78861411,Soundgarden
102506010,Soundgarden
78861375,Soundgarden
11331398,Robin Bullock
11331391,Robin Bullock
11176201,Robin Bullock
11331393,Robin Bullock
