sng_id,art_name,fold
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205473,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205474,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205475,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
205476,Coming Soon_0,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220643,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220644,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220645,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220646,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220647,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220648,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220649,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220650,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220652,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220653,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220654,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220655,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220656,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220657,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220658,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220659,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220660,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220661,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220662,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220663,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220664,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220665,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220666,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220667,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220668,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220669,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220670,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
220671,Santa Cruz_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237355,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237356,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237357,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237358,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237359,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237360,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237361,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237362,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237363,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237364,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237365,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237366,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237367,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237368,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237369,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237370,Assassin_1,0
237371,Assassin_1,0
237371,Assassin_1,0
237371,Assassin_1,0
237371,Assassin_1,0
237371,Assassin_1,0
237371,Assassin_1,0
