dzr_sng_id,artist
85400102,307256
857635,755
76886882,4960638
16784944,1640392
138396845,180973
84874549,1326174
5245157,14624
360375961,712988
89967629,76117
4919695,7240
5938423,99874
15362095,78781
11318202,1079605
15142151,1538760
76806551,1251761
8104954,5429
17633626,9117
6162960,464841
833798,71446
134528704,1328455
24515431,795558
3573784,13189
76728799,480608
92469918,283018
4680775,285604
358829,63523
130993084,97675
14230543,55193
16977144,83184
16787456,1329417
144906262,61852
129218206,9672
60933834,1642715
18524081,109559
10862771,1048746
61537046,127891
89562753,166427
44718451,198200
71484966,1295476
140873411,4099728
72198076,1362096
15823880,79306
127172555,12759
61621175,79681
6686114,353299
12357222,1353729
65993521,76749
14825758,13675
119666868,252686
15839170,73819
64044749,417657
14163405,5505
90770055,7118531
64807386,4337700
388149241,518102
131578388,61538
112877734,3230
8835151,1109509
17988895,133050
15422509,16145
68654646,72810
134264526,384747
8435146,582065
65364619,4532358
604084,70306
61638947,249759
5193713,75133
43022831,162486
3977405,74103
63489816,80776
65717394,191162
64117864,66045
16169809,11121
10585631,1226526
3656583,66903
37301851,1603524
1582648,80624
57277311,336484
9000103,290027
100007128,12213
20046421,406521
17880249,615
35670581,62482
61685559,2958
17798086,76749
413099032,1357240
91538184,5946
353705831,299665
16440642,58805
72305708,7042
67934485,205413
18134206,123732
6580427,292799
6688987,575616
91036411,366508
30101671,2330001
82895184,70197
9906464,63539
17599627,95692
10288845,276433
65986761,247
100230020,401192
83243180,471351
408751842,429015
15397934,86165
15403113,12727
624893,71754
4643170,172384
120601304,2194591
17879684,4094
71901650,71162
64226036,1200164
8924923,1018660
78837078,68069
11845938,10370
7834317,4150
20369611,798
7594477,3606
63792838,1068187
66127814,10924
78154030,2406981
10800857,1231406
65721026,251657
17680093,14919
28614391,401902
5193719,75133
402247242,1349510
15403066,109903
10818578,57077
11016347,83154
67443303,471288
11903519,9131
13496210,13364
134264502,384747
13591341,431
18019358,4922
24980701,11204
17632831,5102
85364414,264
23849381,321903
402602752,10280090
9404905,276961
4627125,55193
5414264,74354
388476601,151727
84198311,15711
7400495,78908
10952557,1117068
107869010,356613
131190666,5118137
32646711,80685
64961111,4033
66177524,4595272
371248951,135774
26246841,432298
11532484,110588
15042989,1118
15402303,3502
13591345,431
123253342,4630233
18176299,330014
77079491,4988214
15764745,755
63273390,54188
49289111,3009291
70071367,1222506
388147961,57546
102760540,2105
78794779,153535
124814864,249452
107587106,1713721
75950829,2250711
18129902,123318
559750,391
14417568,57533
848284,3120
101793531,13687
71148295,71162
408766682,1602034
12017986,297540
16157401,215594
16167201,117868
10720339,428268
75101830,1058635
106118156,180217
61904210,192442
388211341,54572
4267548,96445
62233394,444486
43474361,5285063
20451501,15490
1116030,2656
64417878,475964
23654561,321889
138967381,86152
24674681,1329417
94772006,60632
976984,76498
16439552,163510
77078708,98520
65364620,4532358
14801456,205116
61537540,74602
145213250,66465
632013,1436
4984718,248131
9027604,1123108
370851161,373965
835589,56280
17403935,1673498
2920580,134788
76917559,15053
2286539,57077
80853160,6806
140045717,122948
4051981,277189
16957693,2587
17191373,1694
17839156,7083
4055668,154032
79222929,5915741
16722778,419370
62278160,2851
404972242,262803
18020513,9991
54050721,206532
4194038,10004
11087893,1059594
109355100,86152
12018701,190482
65991254,57533
87303009,1063290
69256100,1677853
140136647,8129
85911687,1597884
47390351,3298141
11461735,8505180
104289114,1712611
71037153,8794
17451605,2764
15257572,75377
16168270,67491
13207820,14016
14149927,9448
3012680,167509
12002987,15939
852171,3120
58648771,7604
116021648,555434
50638631,57533
53688951,147841
82292608,8218
65263303,4486971
18028245,16428
116021652,555434
17935785,736
132775136,4929
135264034,183694
65980584,260646
15047276,11777
64255427,161003
18040007,373940
409483332,79538
76392232,17195
112279846,5462823
65995453,100877
11710309,1303929
19780321,6190
2796920,9117
52992871,3653
16739857,1132650
17923633,10917
16793389,1636657
120414506,1405991
17877911,1699642
75173071,4085849
78411387,426250
63254561,5995
72713901,465786
11124881,14687
377799241,5295478
409476052,300863
17677243,432056
13353600,3502
74806381,1435721
17923530,210409
72878651,8995
104869974,1355084
898606,1118
87940159,151727
86517711,1346826
65804778,376747
68486239,9054
557087,302
17929195,79683
15391490,70722
6453249,248012
16265940,1305207
71485011,1001437
10862657,1083455
58727631,210061
388211291,54572
75280930,794505
11666222,1301617
18128864,115814
59193131,61696
72713887,465786
113116080,153506
132751762,350039
8973839,1119597
69083962,4988214
15540086,15551
76540228,95306
632017,1436
22709581,1538760
12155321,14209
2961436,76573
11192195,1831
72943104,15941
18172994,377356
32309561,107569
15139218,183395
17941644,4120
72253644,282509
79223205,5915741
47023611,3302031
78155398,378019
5342155,353784
72215156,494074
24961121,12079
74470059,993511
10962643,172883
14732822,95264
4194050,10004
6302336,491469
32109841,361639
61324388,420058
8394858,1077240
14417572,57533
18133571,131782
13183927,5451
24981691,6176
18029658,15552
17978697,8124
17599618,95692
38558231,74103
71693844,5290244
32602031,9454
64195210,1339246
136145314,416698
13319500,298143
10940961,414925
71879922,264452
96243384,130570
71853359,520806
64188556,347988
10961750,100962
18047435,145916
60923138,95264
13495947,15075
11117993,73285
67133349,364807
70981141,1787
11501667,3420
24544811,169773
1058476,77040
44059841,62393
12580858,1362096
75242435,794505
2547868,70484
2233720,12550
17610780,3
7510656,522271
15282112,5645
8952254,59978
1074742,4191
405693362,129729
11034657,128627
4060599,169830
70941769,190938
54007041,8218
105038398,79685
18118603,5171
10765245,442861
15398110,2958
16775232,1314838
2326775,5168
66192025,96908
129954766,215405
13230341,9615
16445528,7613
82590426,1113
83637992,5809447
75498674,69154
18140146,152000
69114094,2998
622642,3855
